poviat,unemployment,age,feminization,services,retirees,soc_assistance,marriages,city,working_age,Duda_majority
nowodworski,12.1,40.5,101,31.467522052927023,16.01742551995503,547.9969929735806,0.13277121978639686,0,62.0,0
nowomiejski,7.6,38.7,101,18.35090924188325,15.254894801697777,399.4553819999087,0.15031262836018439,0,61.0,1
nowosądecki,7.8,36.3,101,19.046753765922265,13.043598590379895,279.9718053377369,0.15013192125315966,0,61.8,1
nowosolski,6.2,41.2,105,30.275180620484488,18.45489577046288,395.13444797808626,0.15162031663494127,0,59.3,0
nowotarski,5.4,38.5,104,23.84466737932736,15.175042496167524,182.6402899125048,0.13108633761249752,0,61.9,1
nowotomyski,2.0,38.7,104,19.906669259187243,15.310485418900495,221.4753801146367,0.1416676594787075,0,60.4,0
Nowy Sącz,2.7,40.8,109,33.60026786461676,17.817504833281617,525.3128447144187,0.14683628899443874,0,59.6,1
nyski,7.2,43.1,106,33.374588917571344,19.443463677288374,347.6035137699709,0.13809691941036278,0,61.0,1
obornicki,2.7,38.9,102,19.837022622233032,15.065608023401587,239.37426360217302,0.1382365231926452,0,60.7,0
olecki,9.9,39.3,100,26.517941702620224,16.04486353519972,566.2777615087267,0.16993674592948343,0,61.1,1
oleski,4.1,43.2,105,19.69366590437696,18.442132113915978,274.2820058171185,0.13114958082528425,0,61.9,1
oleśnicki,5.2,40.5,105,21.832460732984295,17.120510119419404,359.81014440332245,0.13442839963083464,0,60.6,0
olkuski,6.9,42.9,106,22.856065659348626,19.76406484620157,315.16290135500867,0.1454903476986432,0,59.5,1
Olsztyn,2.7,41.9,115,53.50468340202323,19.224440193279413,544.6967338454114,0.1226370661534257,1,58.9,0
olsztyński,8.6,39.9,103,25.795881892988792,14.275009662331106,559.3978623768546,0.11895315544127275,0,63.1,0
oławski,4.4,41.2,105,19.763578498233834,17.90051073587659,322.11984547633944,0.133599124452783,0,59.8,0
opatowski,13.6,42.9,101,20.96728144806715,19.51659659429054,806.7173134442972,0.14552016740578624,0,60.3,1
opoczyński,5.8,40.4,102,19.114359415305245,17.394160775760124,428.0032751688434,0.15435051112921452,0,60.0,1
Opole,2.8,43.7,112,46.553870344285386,21.18795641816691,385.58014667864256,0.11635880813839966,0,58.5,0
opolski,5.6,43.3,107,22.938896389530072,17.288201348140245,312.34811268448027,0.12162358760486883,0,63.1,0
opolski,8.2,41.8,105,15.67812618058179,19.09877043642751,304.4910871841643,0.1528002972571274,0,60.1,1
ostrołęcki,9.0,37.9,97,12.94807908696351,13.991472465991382,220.99012588264486,0.1467954068626345,0,63.0,1
Ostrołęka,8.2,41.3,109,42.814889223729004,17.550667563154356,549.2954507732206,0.14651810584958216,0,58.9,1
ostrowiecki,10.7,44.8,109,29.420482021683178,21.447450534121362,430.6883820344334,0.13677911970926176,0,59.0,1
ostrowski,2.6,40.7,105,19.41342834055682,17.198804314863754,357.7802322674077,0.139546110000557,0,60.4,1
ostrowski,8.0,40.9,102,18.58302179265068,17.963997345426392,264.74023103085943,0.14940272093794935,0,60.5,1
ostródzki,10.1,40.5,103,28.541717641301688,16.360860673445288,431.528865013298,0.1435319872108765,0,61.0,0
ostrzeszowski,4.0,39.7,103,17.45212323064113,16.381981981981983,600.0198212612612,0.14596396396396397,0,61.0,1
oświęcimski,5.1,42.0,106,29.754297783600247,18.539801675722867,347.2848034999935,0.1394459429524517,0,59.9,1
otwocki,3.7,41.4,109,33.69121752200988,17.957089552238806,279.5546197889861,0.11724781266083376,0,58.4,1
pabianicki,6.2,43.5,113,25.929985171813552,20.48603834321114,455.6634931386274,0.11947255031812962,0,58.6,0
pajęczański,7.1,41.9,102,18.222280403194134,18.436157750878564,264.64321202655213,0.14834049199531432,0,61.0,1
parczewski,6.6,41.3,101,19.5809060081732,18.83264671141713,452.2002906859497,0.16136095185964103,0,59.6,1
piaseczyński,3.2,39.8,109,30.758028665593624,15.047721225190008,385.73650745428375,0.09228759141920852,0,59.2,0
Piekary Śląskie,6.0,43.1,108,40.15909903468001,19.385789569325823,503.3572902053425,0.1375795020897692,0,59.7,1
pilski,4.4,40.6,104,28.88928855887567,16.722992829434585,429.63866161690373,0.14284559774303515,0,60.6,0
pińczowski,6.3,43.8,103,19.067736938459372,20.965421569131173,347.80989647022557,0.1476134203360222,0,59.6,1
piotrkowski,4.8,40.3,103,12.935513447432763,17.189364333957286,330.06226111895614,0.14000634899784353,0,60.0,1
Piotrków Trybunalski,5.1,43.0,114,43.025812230274404,20.570529484197564,514.637687508551,0.14675058147489398,0,57.7,1
piski,12.4,40.2,101,31.087068521380733,16.10581633561949,395.9411664736795,0.14985303286719515,0,62.3,1
pleszewski,3.9,40.2,102,23.151483050847457,16.507442790491,579.3577917605611,0.1481575522899673,0,60.6,1
Płock,6.1,43.0,112,40.2380503342344,20.445467866862046,438.03903814109276,0.14846137743353569,0,58.0,0
płocki,10.2,40.4,102,18.138498193835986,16.00061287764078,570.7287121457928,0.13526570048309178,0,62.2,1
płoński,9.2,40.8,103,24.52491932592327,17.188182047924276,249.77703356537322,0.14371539504215775,0,60.4,1
poddębicki,6.2,42.6,102,16.11210923463888,19.254159774253186,367.59718959813176,0.138975381920794,0,60.0,1
policki,3.8,40.1,104,18.126309221375408,13.530972573525766,273.0286374795417,0.10029509497594603,0,62.5,0
polkowicki,4.4,39.9,102,15.10650052176048,15.368270831681599,281.4875040038056,0.14445413462300802,0,62.0,1
Poznań,1.1,41.9,114,51.40433626429085,21.04286918979157,385.67286060735245,0.1387456924195934,1,58.1,0
poznański,1.1,38.2,105,16.377305733483603,13.112364503396181,187.5648637770743,0.10107645915566331,0,60.7,0
proszowicki,4.5,41.0,103,15.877379888652142,18.055619823238167,491.58290430799127,0.14087733098884828,0,61.0,1
prudnicki,8.9,42.7,108,28.96748718810384,18.9257200789326,537.5250761265094,0.13063707297644694,0,61.0,1
pruszkowski,2.7,41.3,110,32.02057165463357,18.10297024928878,275.0137071459569,0.10759318192776894,0,58.1,0
przasnyski,8.5,39.4,100,21.699289365415783,16.33181619089334,427.12790939041344,0.16097579554759955,0,60.2,1
przemyski,12.5,39.4,99,16.385302879841113,15.280647034201536,323.92597791010115,0.1392770824050445,0,63.5,1
Przemyśl,10.4,43.8,113,49.330251615275515,20.614938456721976,626.1736121867225,0.13610374202903328,0,58.8,1
przeworski,11.7,39.9,103,18.018159048215402,16.5960542099487,276.6149647788469,0.14701003037186391,0,61.7,1
przysuski,17.6,41.3,101,19.506542056074768,18.23181763357858,223.01083777590162,0.1594982511156676,0,60.7,1
pszczyński,2.7,38.9,105,26.076692594049817,13.788002402747022,180.67250011206843,0.13771864549619417,0,62.1,1
pucki,6.8,38.3,102,30.31237033963606,13.831849014812422,345.29080626182457,0.1293895067140418,0,61.4,0
puławski,5.1,43.6,109,26.27156357163425,21.069513046397994,375.5450673747272,0.13900842073639472,0,58.4,1
pułtuski,12.0,39.9,102,23.94476475193964,16.426752083976535,698.8766017675208,0.14371719666563754,0,60.7,1
pyrzycki,10.5,41.4,100,28.840241052761037,17.41661582265609,430.4139688834655,0.1392109009558674,0,61.1,1
raciborski,4.0,43.0,108,26.367230744899572,17.690438125514042,388.9159773036013,0.12899797617617434,0,62.3,1
Radom,11.3,42.4,111,42.17503088583926,19.57269445666624,449.257578570381,0.14637769608886744,1,58.8,1
radomski,16.5,38.6,101,17.43873194127625,14.864962473159936,308.65345837902436,0.14180089434044035,0,61.7,1
radomszczański,5.1,42.8,104,22.316392700950082,19.508362629167998,416.00609282340827,0.14350520223003443,0,60.1,1
radziejowski,16.6,42.2,102,22.969374167776298,18.022866496366657,363.56219389400064,0.15096351776989658,0,61.5,1
radzyński,5.8,40.1,100,19.018871753246753,17.163342281423088,256.3507244554691,0.15875496958782154,0,60.4,1
rawicki,3.8,39.7,103,22.94901882458681,16.569313995552754,442.1324668945604,0.1465932096511898,0,59.8,1
rawski,3.1,41.2,103,18.6549949724966,18.027658873888704,282.5020810009878,0.14889282186368127,0,59.5,1
ropczycko-sędziszowski,10.2,38.6,102,20.94092007390913,15.359323626115547,358.2608297658189,0.14480305978662014,0,61.5,1
Ruda Śląska,2.7,41.9,107,36.0495037372871,18.048922539312755,415.9277366045428,0.14554455445544554,0,60.0,1
rybnicki,4.8,40.2,103,24.465383039737812,15.795328142380423,229.90505734340837,0.1382123176454042,0,61.2,1
Rybnik,2.9,41.4,105,32.1064660508523,17.76854118090052,302.6052680705007,0.1509724977914235,0,60.0,1
rycki,7.0,41.0,100,22.134613187064335,18.757590912338358,251.4346736800743,0.15792669857826677,0,59.3,1
rypiński,9.9,40.4,103,20.81413853756596,16.816906590626868,401.84356091615695,0.1524858575173619,0,60.4,1
rzeszowski,7.7,38.9,103,14.905647287359512,15.271072604728573,360.8492236688346,0.13397821031881868,0,61.8,1
Rzeszów,4.8,39.1,111,47.07655700184511,17.324981652124276,380.0587493884041,0.11283433906874338,1,60.1,1
sandomierski,6.9,43.1,105,21.46349803385194,20.16697612215485,358.83662022670313,0.1435527221262838,0,60.2,1
sanocki,6.6,41.4,104,21.954081786176392,17.54516077766594,302.8777337500662,0.14195052179901468,0,61.0,1
sejneński,12.2,42.8,101,18.877236273904998,19.222657426935825,291.36769559104147,0.14266345284724313,0,61.3,1
sępoleński,11.6,39.5,100,26.524593283227095,16.263152766952455,633.0632287607172,0.14801734216679657,0,60.9,1
Siedlce,3.9,39.9,111,42.711333066015385,18.007290400972053,266.54662121890385,0.13789089978896207,0,57.2,1
siedlecki,4.3,38.9,99,13.153116804518863,16.33071950050392,209.6573195103365,0.1479929205280106,0,60.9,1
Siemianowice Śląskie,4.0,43.6,110,37.69122074092277,20.221121766580392,424.77998593677535,0.13153603327299113,0,58.9,0
siemiatycki,6.2,44.2,104,18.05177111716621,20.652592039463265,399.8355311927229,0.14212658113275858,0,60.9,1
sieradzki,5.4,41.6,105,21.010657756749506,18.194333497629042,434.06604169145265,0.1406088005846661,0,60.5,1
sierpecki,15.0,40.3,103,26.068878951910254,16.608923278284635,351.3386570812642,0.14761134850059668,0,61.6,1
skarżyski,14.6,45.2,107,31.10300345299368,21.993215391061074,436.7177872984552,0.1383411495992756,0,58.6,1
Skierniewice,5.3,42.2,109,42.95669487307118,19.181101707251138,273.21391731996926,0.1353324044999896,0,57.7,0
skierniewicki,3.7,40.2,101,10.736842105263158,17.687431235919735,158.1181487399801,0.13781631476921466,0,59.9,1
sławieński,13.9,41.0,104,28.621572905796413,17.094808850251184,359.84320590016745,0.13970142872412442,0,60.8,0
słubicki,2.4,40.3,104,26.13673536146549,15.120714270493725,367.1414760595794,0.12870506509834004,0,62.3,0
słupecki,6.7,40.5,101,26.41578818337828,16.815342688355873,481.78604313015217,0.14880579582578668,0,61.2,1
Słupsk,3.2,43.9,112,45.50629805332897,21.452123377554283,381.081735865286,0.14054763401374049,0,58.0,0
słupski,6.4,39.7,100,22.993976664841412,15.022394260584075,554.935110957988,0.13213627059562652,0,61.9,0
sochaczewski,4.6,40.7,105,22.248397312118637,17.096831089423247,292.6585457110941,0.13838556058557233,0,59.9,1
sokołowski,5.4,42.2,102,19.07659460902055,19.682551483161102,313.83033547691616,0.15582484573637648,0,58.9,1
sokólski,10.0,42.9,102,18.76397168405365,19.12545361845065,348.2283408811445,0.1524008037669076,0,61.4,1
Sopot,1.4,47.7,115,54.48068991376078,27.679946247095383,671.1594963464822,0.13648198437806208,1,55.1,0
Sosnowiec,5.1,45.4,111,35.139445256583066,22.85397101623211,371.55815841059336,0.14553391940952323,1,57.7,0
stalowowolski,4.7,42.3,106,23.68443209564705,19.046181993077887,379.1472055037393,0.13922498750436169,0,60.6,1
starachowicki,8.1,43.8,106,20.55466559871846,21.128427257301063,411.80836395909625,0.1434647673483969,0,58.9,1
stargardzki,7.5,41.3,104,28.947263044087613,17.444627494050888,332.8933825071139,0.1427870134624665,0,60.5,0
starogardzki,5.3,38.4,103,31.623754766620355,14.813630193624888,438.60536610862334,0.13810400511756354,0,61.2,1
staszowski,6.7,41.7,102,23.103887826641174,18.283270173874275,384.60748049487296,0.15099754792688364,0,60.8,1
strzelecki,4.9,42.8,105,25.004871395167577,17.65814266487214,479.47752718707943,0.13207267833109018,0,62.8,0
strzelecko-drezdenecki,9.8,40.8,102,22.71652878608813,17.19072007182354,499.079869819829,0.13685241486257627,0,60.4,0
strzeliński,9.7,41.7,102,27.868852459016395,17.808124856552674,305.2214083084691,0.1355749368831765,0,60.8,1
strzyżowski,13.0,40.3,102,16.580976863753214,16.49724692926726,433.0410227087609,0.14304564558694166,0,62.3,1
sulęciński,5.7,39.9,101,28.67586369531895,16.068536356661838,728.3076208336886,0.13215696303242122,0,61.4,0
suski,4.7,39.1,102,19.54051282051282,15.915566530534713,266.7776898328426,0.14297416658752019,0,61.3,1
suwalski,3.9,39.3,96,11.114914007016344,16.196669843583564,362.46868587767,0.15058586085103998,0,61.8,1
Suwałki,4.9,39.8,109,39.0816748632624,15.099343444479485,428.6063413515296,0.1246595372573755,0,62.0,1
szamotulski,2.5,39.5,104,20.214270560780708,15.580816896491534,345.7720399502531,0.13655306336184325,0,60.5,0
Szczecin,2.4,43.3,111,48.45591957763796,21.188483902992484,346.7330803643629,0.12728068931369696,1,58.3,0
szczecinecki,14.6,41.9,106,30.76731284672443,18.23006569625145,513.3125284039675,0.13472884194254797,0,60.2,0
szczycieński,8.8,40.3,102,26.971529352481735,15.473650830258302,558.4002766086255,0.13955834870848707,0,62.3,1
sztumski,8.4,39.6,101,34.69621704241498,15.05738220909399,347.5664623989153,0.09805820541378142,0,62.2,0
szydłowiecki,23.3,40.2,101,29.447623787011693,16.863278886872354,365.95243849566447,0.1502571082879613,0,61.5,1
średzki,4.8,40.1,102,17.74448909998782,15.127362515659327,203.12751338985822,0.12364058897220356,0,62.2,1
średzki,6.2,38.9,103,19.01815181518152,15.134428234175173,259.950529900304,0.1365342482039437,0,60.5,0
śremski,1.9,39.3,104,25.152797367183826,15.601139601139602,404.01224289784295,0.14708994708994708,0,60.4,0
świdnicki,5.6,42.8,107,27.150576196624108,19.377266267739817,308.70553698995036,0.1330478393586582,0,59.8,0
świdnicki,8.3,42.7,108,20.267843398840373,20.02227171492205,386.8692199331848,0.13502227171492204,0,58.8,1
świdwiński,12.4,41.8,102,31.90150775572188,17.588391404845474,650.122353608424,0.13489855320606112,0,61.0,0
świebodziński,3.5,40.6,104,24.424935013978125,16.805879189818963,500.8553328553504,0.1360996594371751,0,60.7,0
świecki,7.0,40.2,103,24.58483471721761,16.11387339316032,424.3360506103969,0.14236195327027246,0,61.1,1
Świętochłowice,5.6,43.1,109,32.8703119080692,19.724761385878885,419.3854716790766,0.13307908065459975,0,59.1,0
Świnoujście,3.5,45.2,108,41.402918069584736,21.73498336920368,289.3508156427314,0.12671199373899433,0,59.2,0
Tarnobrzeg,7.5,44.5,109,46.69742593491986,20.64177986950476,405.5873481655792,0.14320248154882875,0,59.9,1
tarnobrzeski,6.3,41.4,104,13.593195575036527,17.33408854904182,334.4947376569433,0.13901633153969603,0,62.3,1
tarnogórski,4.6,42.8,106,31.263118239061406,18.941922444651613,386.042491406856,0.12270938449604679,0,60.0,0
tarnowski,5.7,39.0,102,14.677546912071321,15.09501382154573,343.906545506881,0.1374412522270803,0,62.6,1
Tarnów,4.2,44.0,112,41.340822179732314,21.46307734857564,427.61952198764635,0.1408223471927722,0,58.7,1
tatrzański,7.9,40.1,107,31.641624930439622,17.224409448818896,321.4098949641556,0.12561699377130098,0,60.3,1
tczewski,5.7,39.6,103,24.380679100908655,15.920952578459836,612.8258870800498,0.13917115996128854,0,60.7,0
tomaszowski,6.8,42.4,109,25.223245725231696,19.57963937211957,425.9294198371081,0.1406723367004523,0,58.5,1
tomaszowski,6.9,42.3,103,17.221709874645626,18.880645706966966,320.1574261134337,0.1567385998405065,0,61.1,1
Toruń,4.1,41.9,115,44.85728737625551,19.758050504599225,416.4099970215491,0.13519188669972748,1,59.0,0
toruński,9.4,38.3,103,20.464135021097047,12.95122063777747,402.7021303244266,0.11793806820803913,0,62.5,0
trzebnicki,5.1,40.6,103,23.478476001979217,16.257492404959358,347.50486223358706,0.12137989278969655,0,61.0,1
tucholski,9.7,39.3,100,23.057529223011688,15.58398611082405,408.495152016204,0.1439348531509001,0,60.5,1
turecki,3.7,40.2,104,17.167278843843327,16.382578015114312,367.497188833528,0.14524280639855056,0,60.9,1
